SMILES,MW,HBA,HBD,LogP,lipinski_valid,Error,Fragments,chemval,chem_violation
C=C=CC(C#C)(C#C)OC(O)(O)O,180.042258736,4,3,-1.0625000000000002,True,False,"['[3*]OC(O)(O)O', '[4*]C(C#C)(C#C)C=C=C']",False,"Allene, Geminal diol/triol"
C#CCC(C#C)(C#C)OC(O)(O)O,180.042258736,4,3,-1.3803000000000003,True,False,"['[4*]C(C#C)(C#C)CC#C', '[3*]OC(O)(O)O']",False,Geminal diol/triol
CC#CC(C#C)(C#C)OC(O)(O)O,180.042258736,4,3,-1.3803,True,False,"['[4*]C(C#C)(C#C)C#CC', '[3*]OC(O)(O)O']",False,Geminal diol/triol
CC1(O)OC(C1=C(C#C)C#C)(O)O,180.042258736,4,3,-1.0735000000000001,True,False,"['[7*]C1C(C)(O)OC1(O)O', '[7*]C(C#C)C#C']",False,Geminal diol/triol
OC1(O)CC(C1=C(C#C)C#C)(O)O,180.042258736,4,4,-1.6851,True,False,"['[7*]C1C(O)(O)CC1(O)O', '[7*]C(C#C)C#C']",False,Geminal diol/triol
OC(C=1C(C)(O)C#CC1C#C)(O)O,180.042258736,4,4,-1.6851,True,False,['C#CC1=C(C(O)(O)O)C(C)(O)C#C1'],False,"Triple bond in small ring, Geminal diol/triol"
CC(C=1C(O)(O)C#CC1C#C)(O)O,180.042258736,4,4,-1.6851,True,False,['C#CC1=C(C(C)(O)O)C(O)(O)C#C1'],False,"Triple bond in small ring, Geminal diol/triol"
OC1(O)OC(C)(O)C#CC(C#C)=C1,180.042258736,4,3,-1.0735000000000001,True,False,['C#CC1=CC(O)(O)OC(C)(O)C#C1'],False,Geminal diol/triol
CC1(O)OC(O)(O)C#CC(C#C)=C1,180.042258736,4,3,-1.0735,True,False,['C#CC1=CC(C)(O)OC(O)(O)C#C1'],False,Geminal diol/triol
OC1(O)CC(O)(O)C#CC(C#C)=C1,180.042258736,4,4,-1.6850999999999998,True,False,['C#CC1=CC(O)(O)CC(O)(O)C#C1'],False,Geminal diol/triol
OC(C=C1C#CC(C)(O)C#C1)(O)O,180.042258736,4,4,-1.6851000000000003,True,False,"['[7*]CC(O)(O)O', '[7*]C1C#CC(C)(O)C#C1']",False,"Triple bond in small ring, Geminal diol/triol"
CC(C=C1C#CC(O)(O)C#C1)(O)O,180.042258736,4,4,-1.6851000000000003,True,False,"['[7*]C1C#CC(O)(O)C#C1', '[7*]CC(C)(O)O']",False,"Triple bond in small ring, Geminal diol/triol"
OC1(O)OC(C=C(C#C)C#C)(C)O1,180.04225873599998,4,2,-0.4619,True,False,"['[7*]C[8*]', '[13*]C1(C)OC(O)(O)O1', '[7*]C(C#C)C#C']",False,Geminal diol/triol
CC1(O)OC(C=C(C#C)C#C)(O)O1,180.042258736,4,2,-0.46190000000000014,True,False,"['[7*]C[8*]', '[7*]C(C#C)C#C', '[13*]C1(O)OC(C)(O)O1']",False,Geminal diol/triol
OC1(O)OC(C=C(C#C)C#C)(O)C1,180.04225873599998,4,3,-1.0735000000000001,True,False,"['[7*]C[8*]', '[13*]C1(O)CC(O)(O)O1', '[7*]C(C#C)C#C']",False,Geminal diol/triol
OC(OC1(C)C#CC(C#C)=C1)(O)O,180.042258736,4,3,-1.0735000000000001,True,False,"['[3*]OC(O)(O)O', '[15*]C1(C)C#CC(C#C)=C1', '[4*]C1(C)C#CC(C#C)=C1']",False,"Triple bond in small ring, Geminal diol/triol"
CC(OC1(O)C#CC(C#C)=C1)(O)O,180.042258736,4,3,-1.0735000000000001,True,False,"['[3*]O[3*]', '[15*]C1(O)C#CC(C#C)=C1', '[4*]C(C)(O)O']",False,"Triple bond in small ring, Geminal diol/triol"
OC(CC1(O)C#CC(C#C)=C1)(O)O,180.042258736,4,4,-1.6851,True,False,"['[15*]C1(O)C#CC(C#C)=C1', '[8*]CC(O)(O)O']",False,"Triple bond in small ring, Geminal diol/triol"
O=C(C#CC1(C)OC(O1)(O)C)C#C,180.042258736,4,1,-0.3788999999999998,True,False,['C#CC(=O)C#CC1(C)OC(C)(O)O1'],False,"PAINS, Geminal diol/triol"
O=C(C#CC1(C)OC(C1)(O)O)C#C,180.042258736,4,2,-0.9904999999999999,True,False,['C#CC(=O)C#CC1(C)CC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
C=C(C#CC1(C)OC(O1)(O)O)C#C,180.042258736,4,2,-0.4619000000000001,True,False,['C#CC(=C)C#CC1(C)OC(O)(O)O1'],False,Geminal diol/triol
O=C(C#CC1(O)OC(O1)(C)C)C#C,180.042258736,4,1,-0.3788999999999998,True,False,['C#CC(=O)C#CC1(O)OC(C)(C)O1'],False,"PAINS, Geminal diol/triol"
O=C(C#CC1(O)OC(C1)(O)C)C#C,180.042258736,4,2,-0.9904999999999999,True,False,['C#CC(=O)C#CC1(O)CC(C)(O)O1'],False,"PAINS, Geminal diol/triol"
C=C(C#CC1(O)OC(O1)(O)C)C#C,180.042258736,4,2,-0.4619,True,False,['C#CC(=C)C#CC1(O)OC(C)(O)O1'],False,Geminal diol/triol
O=C(C#CC1(O)CC(C1)(O)O)C#C,180.042258736,4,3,-1.6021000000000003,True,False,['C#CC(=O)C#CC1(O)CC(O)(O)C1'],False,"PAINS, Geminal diol/triol"
C=C(C#CC1(O)OC(C1)(O)O)C#C,180.042258736,4,3,-1.0735000000000001,True,False,['C#CC(=C)C#CC1(O)CC(O)(O)O1'],False,Geminal diol/triol
O=C1C#CC(OC(C)(O)O)(C)C#C1,180.042258736,4,2,-0.9905000000000004,True,False,"['[4*]C1(C)C#CC(=O)C#C1', '[15*]C1(C)C#CC(=O)C#C1', '[3*]O[3*]', '[4*]C(C)(O)O']",False,"PAINS, Triple bond in small ring, Geminal diol/triol"
O=C1C#CC(CC(O)(O)O)(C)C#C1,180.042258736,4,3,-1.397,True,False,"['[15*]C1(C)C#CC(=O)C#C1', '[8*]CC(O)(O)O']",False,"PAINS, Triple bond in small ring, Geminal diol/triol"
C=C1C#CC(OC(O)(O)O)(C)C#C1,180.042258736,4,3,-1.0735000000000001,True,False,"['[3*]OC(O)(O)O', '[15*]C1(C)C#CC(=C)C#C1', '[4*]C1(C)C#CC(=C)C#C1']",False,"Triple bond in small ring, Geminal diol/triol"
O=C1C#CC(OC(C)(O)C)(O)C#C1,180.042258736,4,2,-0.9905000000000002,True,False,"['[4*]C(C)(C)O', '[15*]C1(O)C#CC(=O)C#C1', '[3*]O[3*]']",False,"PAINS, Triple bond in small ring, Geminal diol/triol"
O=C1C#CC(CC(C)(O)O)(O)C#C1,180.042258736,4,3,-1.6020999999999999,True,False,"['[15*]C1(O)C#CC(=O)C#C1', '[8*]CC(C)(O)O']",False,"PAINS, Triple bond in small ring, Geminal diol/triol"
C=C1C#CC(OC(C)(O)O)(O)C#C1,180.042258736,4,3,-1.0735000000000001,True,False,"['[3*]O[3*]', '[15*]C1(O)C#CC(=C)C#C1', '[4*]C(C)(O)O']",False,"Triple bond in small ring, Geminal diol/triol"
C=C1C#CC(CC(O)(O)O)(O)C#C1,180.042258736,4,4,-1.6851000000000003,True,False,"['[15*]C1(O)C#CC(=C)C#C1', '[8*]CC(O)(O)O']",False,"Triple bond in small ring, Geminal diol/triol"
OC(O)(O)C#CC1=CC(C)(O)C#C1,180.04225873599998,4,4,-1.6851,True,False,['CC1(O)C#CC(C#CC(O)(O)O)=C1'],False,"Triple bond in small ring, Geminal diol/triol"
CC(O)(O)C#CC1=CC(O)(O)C#C1,180.042258736,4,4,-1.6851,True,False,['CC(O)(O)C#CC1=CC(O)(O)C#C1'],False,"Triple bond in small ring, Geminal diol/triol"
O=C1C#CC(OC(C)(O)C#C1)(O)C,180.042258736,4,2,-0.9905000000000004,True,False,['CC1(O)C#CC(=O)C#CC(C)(O)O1'],False,"PAINS, Geminal diol/triol"
O=C1C#CC(OC(C)(C)C#C1)(O)O,180.042258736,4,2,-0.9905000000000002,True,False,['CC1(C)C#CC(=O)C#CC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
O=C1C#CC(CC(C)(O)C#C1)(O)O,180.042258736,4,3,-1.6020999999999999,True,False,['CC1(O)C#CC(=O)C#CC(O)(O)C1'],False,"PAINS, Geminal diol/triol"
C=C1C#CC(OC(C)(O)C#C1)(O)O,180.042258736,4,3,-1.0735000000000001,True,False,['C=C1C#CC(C)(O)OC(O)(O)C#C1'],False,Geminal diol/triol
C=C1C#CC(CC(O)(O)C#C1)(O)O,180.042258736,4,4,-1.6851000000000003,True,False,['C=C1C#CC(O)(O)CC(O)(O)C#C1'],False,Geminal diol/triol
O=C(C#C)C(C(=O)C#C)C(C)(O)O,180.042258736,4,2,-1.2920000000000003,True,False,['C#CC(=O)C(C(=O)C#C)C(C)(O)O'],False,Geminal diol/triol
OC(C#C)=C(C(=O)C#C)C(C)(O)O,180.042258736,4,3,-0.6652000000000001,True,False,"['[7*]C(O)C#C', '[7*]C(C(=O)C#C)C(C)(O)O']",False,"Geminal diol/triol, Enol"
C=C(C#C)C(C(=O)C#C)C(O)(O)O,180.042258736,4,3,-1.3750000000000002,True,False,['C#CC(=C)C(C(=O)C#C)C(O)(O)O'],False,Geminal diol/triol
CC(C#C)=C(C(=O)C#C)C(O)(O)O,180.042258736,4,3,-1.2309000000000003,True,False,"['[7*]C(C(=O)C#C)C(O)(O)O', '[7*]C(C)C#C']",False,Geminal diol/triol
C=C(C#C)C(=C(O)C#C)C(O)(O)O,180.042258736,4,4,-0.7482000000000001,True,False,"['[7*]C(O)C#C', '[7*]C(C(=C)C#C)C(O)(O)O']",False,"Geminal diol/triol, Enol"
O=C(C#C)OC(C#C)=CC(C)(O)O,180.042258736,4,2,-0.6193000000000002,True,False,"['[3*]OC([7*])C#C', '[1*]C(=O)C#C', '[7*]CC(C)(O)O']",False,"Geminal diol/triol, Enol"
O=C(C#C)C=C(C#C)OC(C)(O)O,180.042258736,4,2,-0.6193000000000002,True,False,"['[7*]CC(=O)C#C', '[3*]OC([7*])C#C', '[4*]C(C)(O)O']",False,"Geminal diol/triol, Enol"
OC(C#C)=C=C(C#C)OC(C)(O)O,180.042258736,4,3,-0.1476,True,False,"['[3*]OC(=C=C(O)C#C)C#C', '[4*]C(C)(O)O']",False,"Allene, Geminal diol/triol, Enol"
C=C(C#C)OC(C#C)=CC(O)(O)O,180.042258736,4,3,-0.7023000000000001,True,False,"['[7*]CC(O)(O)O', '[7*]C(C#C)OC(=C)C#C']",False,"Geminal diol/triol, Enol"
C=C(C#C)C=C(C#C)OC(O)(O)O,180.042258736,4,3,-0.7022999999999999,True,False,"['[7*]C(C#C)OC(O)(O)O', '[7*]CC(=C)C#C']",False,"Geminal diol/triol, Enol"
CC(C#C)=C=C(C#C)OC(O)(O)O,180.042258736,4,3,-0.7132999999999998,True,False,['C#CC(C)=C=C(C#C)OC(O)(O)O'],False,"Allene, Geminal diol/triol, Enol"
O=C(C#C)CC(C#C)=CC(O)(O)O,180.042258736,4,3,-1.2309000000000003,True,False,"['[7*]CC(O)(O)O', '[7*]C(C#C)CC(=O)C#C']",False,Geminal diol/triol
O=C(C#C)C=C(C#C)CC(O)(O)O,180.042258736,4,3,-1.2309000000000003,True,False,"['[7*]C(C#C)CC(O)(O)O', '[7*]CC(=O)C#C']",False,Geminal diol/triol
OC(C#C)=CC(C#C)=CC(O)(O)O,180.042258736,4,4,-0.7482000000000001,True,False,"['[7*]CC(O)(O)O', '[7*]CC([7*])C#C', '[7*]C(O)C#C']",False,"Geminal diol/triol, Enol"
OC(C#C)=C=C(C#C)CC(O)(O)O,180.042258736,4,4,-0.7592,True,False,['C#CC(O)=C=C(C#C)CC(O)(O)O'],False,"Allene, Geminal diol/triol, Enol"
O=C(C#CC(C)(O)C)OC(=O)C#C,180.042258736,4,1,-0.5363,True,False,"['[1*]C(=O)C#CC(C)(C)O', '[1*]C(=O)C#C', '[3*]O[3*]']",True,N/A
O=C(C#CC(C)(O)O)OC(=C)C#C,180.042258736,4,2,-0.6193,True,False,"['[3*]OC(=C)C#C', '[1*]C(=O)C#CC(C)(O)O']",False,"Geminal diol/triol, Enol"
C=C(C#CC(C)(O)O)OC(=O)C#C,180.042258736,4,2,-0.6193000000000001,True,False,"['[3*]OC(=C)C#CC(C)(O)O', '[1*]C(=O)C#C']",False,"Geminal diol/triol, Enol"
O=C(C#CC(C)(O)O)CC(=O)C#C,180.042258736,4,2,-1.1479,True,False,['C#CC(=O)CC(=O)C#CC(C)(O)O'],False,Geminal diol/triol
OC(C#CC(C)(O)O)=CC(=O)C#C,180.042258736,4,3,-0.6652,True,False,"['[7*]C(O)C#CC(C)(O)O', '[7*]CC(=O)C#C']",False,"Geminal diol/triol, Enol"
O=C(C#CC(C)(O)O)C=C(O)C#C,180.042258736,4,3,-0.6651999999999998,True,False,"['[7*]C(O)C#C', '[7*]CC(=O)C#CC(C)(O)O']",False,"Geminal diol/triol, Enol"
OC(C#CC(C)(O)O)=C=C(O)C#C,180.042258736,4,4,-0.19349999999999984,True,False,['C#CC(O)=C=C(O)C#CC(C)(O)O'],False,"Allene, Geminal diol/triol, Enol"
